Date,Author,Vertical,Headline,Description
"Paresh Mokani | Jan 6, 2020, 00:36 IST",Paresh Mokani,City,"Ranji Trophy: Goa steamroll Manipur, earn bonus point","Panaji: Goa wrapped up their Plate Division Ranji Trophy match in quick time, crushing Manipur by an inning and 359 runs just before lunch on the third day at the Academy ground, Porvorim, on Sunday.
Captain Amit Verma was named Man-of-the Match for his career best figures of 6-52 and 89 in the first innings. Manipur were bowled out for 88 in 42.4 overs in the second innings to hand Goa a bonus point. Goa scored 553-5 (declared) after dismissing Manipur for 106 in the first innings.
Goa have now moved to second in the table with 24 points. They defeated Sikkim, Meghalaya and Manipur, and drew against Bihar. Goa will travel to Puducherry to play the table toppers on January 11. Puducherry are on top with 27 points.
Four wickets down and trailing by 426 runs, Manipur failed to build any partnership. Verma opted for spin and it was the captain who took the first wicket, getting rid of Jayanta Sagatpam LBW on 6. Ajay Lamabam (4) returned to the pavilion after getting caught plumb in front of left-arm orthodox spinner Amulya Pandrekar.
Manipur were reduced to 6-30 and it got worse when they lost the seventh wicket of Karam Dharmendra (0) bowled off Verma.
It looked like the match won't even last an hour. However, allrounder Rex Rajkumar and Kangabam Singh put up some resistance. Rex (21) was harsh on spinners and Goa were happy to let him play attacking shots. He hit four boundaries before trying to cut left arm-orthodox Darshan Misal, edging to wicketkeeper Smit Patel.
Knowing newcomer Thomas Moirangthem would play defensive strokes, Darshan darted in a straight one. The umpire immediately raised his finger the moment the ball hit the pad to send him back to the pavilion.
Darshan took three wickets for 13 runs. Last-man Bishworjit Singh, known for his only-attack attitude, survived the hat-trick ball and another one.
Meanwhile, Kangabam lost his concentration and went for a wild swing off Verma, only top-edging to Vijesh Prabhudessai to mark the end of the match.
Brief scores: Manipur 106 & 88 in 42.4 overs (Amit Verma 6-57) lost to Goa 553-5 decl in 130.3 overs (Sumiran Amonkar 115, Smit Patel 100*, Amit 89, Vaibhav Govekar 88; Rex Rajkumar 2-78)."
"PTI | Updated: Jan 6, 2020, 11:40 IST",null,null,'Won't allow Pak soil to be used against anyone': Pakistan Maj Gen Asif Ghafoor,"ISLAMABAD: Pakistan Foreign Minister Shah Mahmood Qureshi on Sunday told his counterparts from several Muslim countries, including Iran and Saudi Arabia, that Islamabad will not allow its soil to be used for any regional conflict, amidst raging tensions between Tehran and Washington after the killing of top Iranian military commander Qasem Soleimani in an American drone strike in Iraq.
Soleimani, 62, the head of Iran's elite al-Quds force and architect of its regional security apparatus, was killed in a US drone strike in Baghdad on Friday, sparking fears of a new war in the Middle East.
The Pakistan Foreign Office said that Qureshi held telephonic conversations with his counterparts from Saudi Arabia, Iran, the UAE and Turkey to discuss the regional situation unfolding in the region.
""The Foreign Minister reaffirmed that Pakistan would neither let its soil be used against any other State nor become part of any regional conflict,"" the Foreign Office (FO) said.
Highlighting Pakistan's deep concern over the recent developments, Qureshi underscored the imperative of avoiding conflict, exercise of maximum restraint, and de-escalation of tensions.
He called on all parties concerned to abide by the UN Charter and principles of international law to settle differences through peaceful means.
Sharing Pakistan's perspective, the foreign minister expressed hope that the progress made in the Afghan peace process would be preserved and advanced further.
He reiterated Pakistan's readiness to continue to play a role in preventing further escalation and maintaining regional peace and stability, the FO said.
Hundreds of protesters, including women and children, rallied in Karachi and Islamabad to protest the killing of Soleimani.
The rallies organised by Shiite groups - including Imamia Students Organisation (ISO), Jaafria Alliance, Majlis-Wahdatul Muslimeen (MWM), Tanzeem Azadari and Shia Ulema Council - chanted anti-American slogans.
The protestor, carrying portraits of Soleimani and chanting slogans like ""Down with USA!"", were stopped by police from moving toward the US consulate.
The protest rally in Islamabad started from the National Press Club and ended at the D-Chowk in front of Parliament. It was led by Shiite leader Allama Syed Ali Rizvi and women and children took part in the protest.
Pakistan has the biggest Shiite population after Iran and may face turbulence in case of a war between the US and Iran.
The country, in the past, has tried to maintain a balance between Saudi Arabia and Iran which are regional rivals.
The US Embassy in Islamabad already on Friday issued a countrywide security alert, warning its employees and US citizens to restrict their movement.
""Given possible reactions to recent events in Iraq, the US Embassy has restricted travel by US government employees. US government personnel in Pakistan are required to postpone non-essential official movements and most personal movements. US citizens in Pakistan should monitor their surroundings for possible demonstrations and suspicious activity,"" the embassy said in a statement."
"Agencies | Jan 6, 2020, 00:53 IST",null,null,Hezbollah vows to drive US forces out of Middle East,"Hezbollah leader Sayyed Hassan Nasrallah vowed on Sunday to end the US military's presence in the Middle East, saying US bases, warships and soldiers were all fair targets following the US killing of Iranian general Suleimani. In a speech marking his death, Nasrallah said responding to the killing was not only Iran's responsibility but the responsibility of its allies too. But US civilians should not be targeted, he said, because this would serve the agenda of President Trump. Founded by Iran's Revolutionary Guards in 1982, Lebanese group Hezbollah is key part of an Iranian-backed regional military alliance."
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
"Saibal Dasgupta | TNN | Jan 6, 2020, 01:04 IST",Saibal Dasgupta,null,China issues safety warning in US after Suleimani killing,"China has issued a safety warning asking its citizens in the US to consider the enhanced security risks caused by the killing of Iran's top military commander in Iraq on Friday.
""The Chinese embassy suggests and reminds Chinese citizens in the US to closely watch the security situation, stay alert and take safety precautions, be cautious before going to public places,"" the Chinese embassy in Washington said in a statement on Sunday. China's statement expressing fears about escalation of tension within the US is significant because Chinese constitute one of the biggest migrant population in that country."
null,null,null,null,null
"TNN | Jan 7, 2020, 00:00 IST",null,City,Irom Chanu Sharmila joined the protest against CAA in Bengaluru,"Cries of ‘Azadi’ echoed at Bengaluru’s Town Hall, as citizens protested against the Citizenship Amendment Act (CAA). Placards reading, ‘Know me by my clothes! Pehchaan Koun?’ were carried by protesters, wearing burqas and bindis, to show that their protests did not signify a fight between communities, but unity among them. The evening saw activists, including Irom Chanu Sharmila, known as the Iron Lady for her struggle against the Armed Forces Special Powers Act (AFSPA) in Manipur, address the public. She spoke about how this Act would affect different sections of society. The protest also marked the birth anniversary of social reformer Savitribai Phule. There were rap, song and poetry performances, in line with the theme of the protest. The protest concluded with the National Anthem and people in attendance thanking police officials for allowing them to protest peacefully."
"TNN | Jan 7, 2020, 00:00 IST",null,City,Shivarajkumar launches the first track of Salaga,"If Tagaru Banthu Tagaru was the hit of 2019, the new year brings along music man MR Charan Raj’s latest presentation — Suri Anna — the first track from Duniya Vijay’s debut directorial Salaga. Earlier this week, the team, including Vijay, Charan, and actors Dhananjaya and Sanjana, took the lead as they released the lyrical video of the song in the presence of well-wishers from the fraternity. And they got none other than Tagaru leading man Shivaraj-kumar to do the honours for the song, which sees singer Anthony Daasan, who gave life to Tagaru Banthu Tagaru, return to collaborate with Charan. While Anthony was not at the do, we spotted a host of filmmakers like Pawan Wadeyarr, AP Arjun, Chethan Kumar and Yogesh and singer Sanjith Hegde among the many who came to wish the team."
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
"TNN | Updated: Jan 9, 2020, 18:51 IST",null,City,"Innovative art works, installations and funky ideas marked this year’s Chitra Santhe in Bengaluru","The annual Chitra Santhe organised by Karnataka Chitrakala Parishath featuring the work of artists, drew hundreds of visitors to Kumara Krupa Road, on January 5. Paintings of various styles, jewellery, pottery, craft items, interesting art installations (one, for instance, featured tea bags) were displayed at the venue. Held on the first Sunday every year, this edition highlighted the importance of farmers. Singers performed popular songs and serenaded those in attendance. Citizens also took part in face painting, portraiture and clicked selfies.
ALSO WATCH: Click here to check out more pictures from the vibrant Chitra Santhe"
null,null,null,null,null
"TNN | Jan 7, 2020, 00:00 IST",null,City,Kick-starting the new year with Japanese flavours in Benglauru,"Pot ‘O’ Noodles recently launched their Japanese menu on the occasion of New Year. The event saw guests enjoying a range of dishes including Prawn and Mirin Gyozas, Seafood Ramen, Soba Noodle with Teiryaki Chicken Bowl and more. Subhankar Dhar, the MD of the eatery, launched the menu and celebrated the occasion with his close friends."
null,null,null,null,null
"TIMESOFINDIA.COM | Updated: Jan 7, 2020, 22:14 IST",null,null,Big sports events today,"NEW DELHI: Here are the big sports events lined up for Tuesday (January 7) that comprise action from second T20I between India and Sri Lanka, and the 2nd Test between South Africa and England.
(All timings in IST)
1:15 am (Football - Serie A)
Napoli vs Inter Milan ( Inter won 3-1)
1:25 am (Football - FA Cup)
Arsenal vs Leeds United ( Arsenal won 1-0)
8:40 am (Badminton - Malaysia Masters)
Liew Daren of Malaysia vs Subhankar Dey in men's singles qualification ( Dey lost 15-21, 15-21)
9:20 am (Badminton - Malaysia Masters)
Lakshya Sen vs Hans-Kristian Vittinghus of Denmark in men's singles qualification (Lakshya lost 21-11, 18-21, 14-21)
10:40 am (Badminton - Malaysia Masters)
Siti Fadia Ramadhanti/Ribka Sugiarto of Indonesia vs Pooja Dandu/Sanjana Santosh in women's doubles qualification (Pooja/Sanjana lost 15-21, 10-21)
11:00 am (Cricket - Women's T20 Challenger Trophy)
India B vs India A, 4th Match (India B won by 35 runs)
1:00 pm (Cricket - Quadrangular U19 Series in South Africa)
India U19 vs New Zealand U19, 6th Youth ODI (India U19 won by 120 runs)
2:00 pm (Cricket - 2nd Test, Day 5)
South Africa vs England (England won by 189 runs)
3:30 pm (Badminton - Malaysia Masters)
Satwiksairaj Rankireddy/Chirag Shetty vs Ong Yew Sin/Teo Ee Yi of Malaysia in men's doubles first round (Satwiksairaj/Chirag lost 15-21, 21-18, 15-21)
7:00 pm (Cricket - 2nd T20I)
India vs Sri Lanka (India won by 7 wickets)
11:00 pm (Cricket - 1st ODI)
West Indies vs Ireland"
"Vinod Kumar | TNN | Updated: Jan 7, 2020, 11:47 IST",Vinod Kumar,City,Centre nod for Punjab’s ayurvedic rehab centre,"CHANDIGARH: Punjab has become first state in the country to get a government-run Ayurvedic drug de-addiction centre.
The Union ministry of Ayush has approved the Punjab government's proposal to start an Ayurvedic drug de-addiction centre, which will come up at Amritsar's Ayurvedic government hospital.
The ministry has sanctioned a grant of Rs 1.5 crore for the project, which it aims to replicate in other parts of the country.
The development assumes significance as Punjab is grappling with the problem of drug abuse and is home to about 7.2 lakh addicts. The Centre will give much-needed alternative treatment options to the addicts who at present are being treated with opioid substitution therapy (OST) by giving buprenorphine.
Confirming the development, Dr Manoj Nesari, joint adviser (Ayurveda), Ayush, said Punjab's proposal has been accepted and it is the first state where such an initiative has been taken. To work out the modalities, the ministry held series of meeting with the Punjab government officials, including the chief secretary.
Sharing details, Dr Nesari stated treatment protocol, which focuses on treating patients through Ayurvedic medicines, yoga, exercises, meditation and counselling, has been prepared by a team of doctors led by Dr Rakesh Sharma, director, Ayurveda, Punjab, in consultation with the Ayush ministry.
As per the treatment protocol, patients will be admitted to the hospital for a period of three months. After they are discharged, regular follow-ups at short intervals will be done for six months to avoid relapse.
Five-step panchkarma therapies for mind and body rejuvenation, yoga and meditation sessions and psychological counselling of all the patients is part of the treatment protocol.
""Addiction is a mental problem and Ayurveda has a lot of potential to treat addiction,"" said Dr Nesari, who had in past run a similar programme in a Mumbai-based hospital. The Punjab health department will purchase medicines and these will be provided free of cost to the addicts.
Punjab health minister Balbir Singh Sidhu said the Ayurvedic drug de-addiction centre will provide alternative treatment to addicts which has no side effects. ""Depending upon the success of the project, there is plan to open more such centres in the state,"" said Sidhu.
APPLIED FOR LICENCE
Punjab Ayurveda department has initiated the process for obtaining licence required to run the de-addiction centre. The licence is issued by the health department.
THE ACTION PLAN
The patients will be put on treatment after diagnosis on basis of history and symptoms, such as body aches (Sharirdukha), hallucinations (arupanaamstam darshnam), thirst (trishna), anorexia (aruchi), lassitude (sharm), delirium (sammoh), yawning (jambhai), palpitations (safuran), trembling (vepanm), and loss of sleep (prajagr).
CHALLENGE AT HAND
The ill-effects of addiction to drugs like opium and cannabis have been described in Ayurveda. However, there is no description of hazards of semi-synthetic\synthetic drugs derived from natural or chemical sources in Ayurveda."
"TNN | Updated: Jan 7, 2020, 10:17 IST",null,City,Fresh snowfall: Orange alert in eight Himachal Pradesh districts,"SHIMLA: Orange alert has been issued for eight districts of Himachal Pradesh. Shimla meteorological centre has warned of thunderstorm accompanied with hail and lighting at isolated places in these districts.
Orange alert has been issued for eight districts of Himachal Pradesh
Fresh spell of rain and snow has further intensified cold conditions in Himachal Pradesh. Many parts of state received rain and snow on Monday, plummeting the temperature further.
According to Shimla meteorological centre director Manmohan Singh, a fresh Western Disturbance has approached the state whose impact would be visible for next two days — Tuesday and Wednesday. He said heavy snowfall is expected in the higher reaches of Shimla, Sirmaur, Mandi, Chamba and Kangra and Kullu districts beside Kinnaur and Lahaul-Spiti during next two days. Besides, middle and low hills of the state will witness rain and hailstorm during next two.
Vehicles stranded between Solang and Kulang village
Vehicles stranded between Solang and Kulang village
Shimla deputy commissioner Amit Kashyap said all roads in Shimla urban area were open for vehicular traffic and have even been covered with sand to avoid any untoward incident. He said snow clearing operations were going on a war-footing on Dhalli-Kufri, Kufri-Chail, Mashobra-Bhekalti, Shimla-Theog roads, which are blocked due to snowfall. The district administration has deployed adequate JCB machinery to ensure smooth traffic flow at the earliest.
Kashyap said snow clearing work on roads was on at Khadapathar, Tikkar, Khadrala, Sungri and Chopal areas. He added that HRTC buses were not plying in snowbound upper Shimla areas and were taking Basantpur route for Rampur.
He said there was adequate stock of essential commodities in the far-flung areas of the district including Dodra Kwar subdivision and there was no need for any panic.
Over 300 tourist vehicles were stranded in Solang valley, between Solang and Kulang village, late on Monday evening after the vehicles started slipping on snow.
The road between Kulang and Solang is covered under 10-25cm of snow and snowfall was still continuing in the area. The road became slippery due to heavy snow and vehicles started skidding.
Even as snow is accumulating on the highway at a very fast rate, police were confident that all vehicles would be moved to safety.
Mild cold conditions prevailed in Punjab after overnight rains. Amritsar, Ludhiana and Patiala recorded their respective lows at 8.2 degrees Celsius, 10 degrees Celsius and 10.7 degrees Celsius, up to five degrees above the normal. Minimum temperatures at Pathankot, Adampur, Halwara, Bathinda, Faridkot and Gurdaspur were recorded at 9.5 degrees Celsius, 9.4 degrees Celsius, 9.1 degrees Celsius, 9.6 degrees Celsius, 9 degrees Celsius and 4.6 degrees Celsius, respectively.
In Haryana, Ambala, Hisar and Karnal recorded 5 mm, 1 mm and 2 mm of rainfall, respectively. Hisar, Karnal, Narnaul, Rohtak and Bhiwani recorded a minimum temperature of 7.8, 10, 8.2, 9.8 and 9.4 degrees, respectively, up to 3 degrees above normal.
With inputs from Chandigarh and Manali"
null,null,null,null,null
"Bharti Jain, Atul Mathur & Alok KN Mishra | TNN | Updated: Jan 7, 2020, 10:30 IST",Bharti Jain,India,Delhi elections 2020: BJP banks on Modi magic to counter Kejriwal charisma,"NEW DELHI: The gong has been struck for a three-way showdown between AAP, BJP and Congress with the Election Commission announcing assembly polls in Delhi for February 8 even as turmoil over violence during anti-CAA protests in Jamia Millia Islamia and Sunday's attack on JNU students roils politics.
The results, despite a usually limited role of ""national"" issues in state polls, will be seen as a verdict on recent incidents that have seen BJP and its opponents clash over allegations of ""majoritarianism"" and ""intolerance"" with regard to violence on campuses and legislations like the Citizenship Amendment Act (CAA).
Electioneering promises to be heated and hectic as CM Arvind Kejriwal looks to retain the AAP fort after finishing behind Congress in the Lok Sabha polls. For BJP, the challenge is to regain a turf it held only once and reverse a trend of setbacks in state polls where regional and local factors seem to prevail over national issues.
With polling on February 8, results will be declared on February 11. Announcing the schedule on Monday, CEC Sunil Arora, along with EC Ashok Lavasa, said over 1.47 crore voters are eligible to vote on 70 assembly seats. The polls will be notified on January 14, nominations can be filed until January 21 and withdrawn by January 24.

The current Delhi assembly expires on February 22. The last assembly election in 2015 delivered a massive landslide win for AAP, which won 67 seats, leaving only three for BJP. Congress, which was in power for 15 years before that, drew a blank.
With polls announced in the midst of continuing anti-CAA protests in some parts of Delhi and Sunday evening's violence at JNU, the CEC, responding to a question on law and order, said, ""I won't say we (the commission) are very sanguine, but we are hopeful that they (police) will be able to control the situation (and make it) conducive for polls."" He added that in an extraordinary situation, the EC had the power to defer polls.
After having failed to expand beyond Delhi and further losing its gains in Punjab in the May 2019 Lok Sabha elections, a defeat for AAP will be a severe setback. But as of now, it enjoys frontrunner status as Kejirwal engages in a major public outreach over populist initiatives and claims of a significant improvement in areas like education.
On the other hand, scandals and resignations have hurt his government that has lost the campaigning aura it had in 2014 when it was born from the Anna Hazare movement.

AAP will hope differentiations between state and national polls will work in its favour and Kejriwal has also changed his earlier tactic of attacking PM Narendra Modi and clashing with the Centre over a range of issues. BJP hopes that AAP will not have the benefit of the extraordinary surge that powered it to 67 seats and is reaching out to unauthorised colonies and slums with its regularisation plans and a promise of faster development.
Congress is the third player in the game and did surprise by pushing AAP to third place in the Lok Sabha polls. There is, however, concern over its organisational health post Sheila Dikshit, who had been a popular chief minister over three consecutive terms. Also, while in the Lok Sabha polls, it was seen as a contender at the Centre by anti-BJP voters, the case might be different in state elections where AAP is looking to consolidate minority votes - a section both parties are fiercely competing for.
A favourable outcome will help BJP reverse the trend of setbacks in state polls. It will bank on the vote getting ability of its mascot, Modi, and hope efforts to get city heavyweights to pull along sees the party put up a more united front than has been the case for several years. Replicating the 55% vote share in the Lok Sabha elections is a tough task and Congress's performance may influence outcomes.
Kejriwal said his party was ready for the ""battle"" and exuded confidence that it would be reelected even as home minister Amit Shah took on AAP, claiming that it had failed to deliver on several fronts. The chief minister said elections would be a referendum on the work of the AAP government.
""Vote for us if you think that we have done work. If we haven't, don't vote for us,"" he said.
The model code of conduct has kicked in and will apply to candidates, political parties and Delhi government, besides the Union government in so far as announcements and policy decisions pertaining to NCT of Delhi. It will not affect the Union budget 2020-21 on February 1.
The EC had, in a ruling on January 23, 2017, in view of polls in UP, Uttarakhand, Goa, Punjab and Manipur, directed that ""in the interest of free fair elections and in order to maintain level playing field during elections, no state-specific schemes shall be announced in the national budget, which may have the effect of influencing electors of the five poll-going states in favour of the ruling party"".
For the first time in Delhi and second after the Jharkhand polls, senior citizens above 80 and physically challenged voters can vote from home using the postal ballot facility. While the pilot project in Jharkhand covered only seven constituencies, the EC will now extend this across all 70 assembly constituencies in Delhi.
AAP is projecting Kejriwal, who overshadows everything and everyone in the party. Out of office since 1998, when it lost to Congress, BJP's Delhi chief Manoj Tiwari said people have ""seen through"" the lies of AAP in the last five years and made up their mind to give chance to the saffron fold."
"Bharti Jain, Atul Mathur & Alok KN Mishra | TNN | Updated: Jan 7, 2020, 10:30 IST",Bharti Jain,null,Delhi elections 2020: BJP banks on Modi magic to counter Kejriwal charisma,"NEW DELHI: The gong has been struck for a three-way showdown between AAP, BJP and Congress with the Election Commission announcing assembly polls in Delhi for February 8 even as turmoil over violence during anti-CAA protests in Jamia Millia Islamia and Sunday's attack on JNU students roils politics.
The results, despite a usually limited role of ""national"" issues in state polls, will be seen as a verdict on recent incidents that have seen BJP and its opponents clash over allegations of ""majoritarianism"" and ""intolerance"" with regard to violence on campuses and legislations like the Citizenship Amendment Act (CAA).
Electioneering promises to be heated and hectic as CM Arvind Kejriwal looks to retain the AAP fort after finishing behind Congress in the Lok Sabha polls. For BJP, the challenge is to regain a turf it held only once and reverse a trend of setbacks in state polls where regional and local factors seem to prevail over national issues.
With polling on February 8, results will be declared on February 11. Announcing the schedule on Monday, CEC Sunil Arora, along with EC Ashok Lavasa, said over 1.47 crore voters are eligible to vote on 70 assembly seats. The polls will be notified on January 14, nominations can be filed until January 21 and withdrawn by January 24.

The current Delhi assembly expires on February 22. The last assembly election in 2015 delivered a massive landslide win for AAP, which won 67 seats, leaving only three for BJP. Congress, which was in power for 15 years before that, drew a blank.
With polls announced in the midst of continuing anti-CAA protests in some parts of Delhi and Sunday evening's violence at JNU, the CEC, responding to a question on law and order, said, ""I won't say we (the commission) are very sanguine, but we are hopeful that they (police) will be able to control the situation (and make it) conducive for polls."" He added that in an extraordinary situation, the EC had the power to defer polls.
After having failed to expand beyond Delhi and further losing its gains in Punjab in the May 2019 Lok Sabha elections, a defeat for AAP will be a severe setback. But as of now, it enjoys frontrunner status as Kejirwal engages in a major public outreach over populist initiatives and claims of a significant improvement in areas like education.
On the other hand, scandals and resignations have hurt his government that has lost the campaigning aura it had in 2014 when it was born from the Anna Hazare movement.

AAP will hope differentiations between state and national polls will work in its favour and Kejriwal has also changed his earlier tactic of attacking PM Narendra Modi and clashing with the Centre over a range of issues. BJP hopes that AAP will not have the benefit of the extraordinary surge that powered it to 67 seats and is reaching out to unauthorised colonies and slums with its regularisation plans and a promise of faster development.
Congress is the third player in the game and did surprise by pushing AAP to third place in the Lok Sabha polls. There is, however, concern over its organisational health post Sheila Dikshit, who had been a popular chief minister over three consecutive terms. Also, while in the Lok Sabha polls, it was seen as a contender at the Centre by anti-BJP voters, the case might be different in state elections where AAP is looking to consolidate minority votes - a section both parties are fiercely competing for.
A favourable outcome will help BJP reverse the trend of setbacks in state polls. It will bank on the vote getting ability of its mascot, Modi, and hope efforts to get city heavyweights to pull along sees the party put up a more united front than has been the case for several years. Replicating the 55% vote share in the Lok Sabha elections is a tough task and Congress's performance may influence outcomes.
Kejriwal said his party was ready for the ""battle"" and exuded confidence that it would be reelected even as home minister Amit Shah took on AAP, claiming that it had failed to deliver on several fronts. The chief minister said elections would be a referendum on the work of the AAP government.
""Vote for us if you think that we have done work. If we haven't, don't vote for us,"" he said.
The model code of conduct has kicked in and will apply to candidates, political parties and Delhi government, besides the Union government in so far as announcements and policy decisions pertaining to NCT of Delhi. It will not affect the Union budget 2020-21 on February 1.
The EC had, in a ruling on January 23, 2017, in view of polls in UP, Uttarakhand, Goa, Punjab and Manipur, directed that ""in the interest of free fair elections and in order to maintain level playing field during elections, no state-specific schemes shall be announced in the national budget, which may have the effect of influencing electors of the five poll-going states in favour of the ruling party"".
For the first time in Delhi and second after the Jharkhand polls, senior citizens above 80 and physically challenged voters can vote from home using the postal ballot facility. While the pilot project in Jharkhand covered only seven constituencies, the EC will now extend this across all 70 assembly constituencies in Delhi.
AAP is projecting Kejriwal, who overshadows everything and everyone in the party. Out of office since 1998, when it lost to Congress, BJP's Delhi chief Manoj Tiwari said people have ""seen through"" the lies of AAP in the last five years and made up their mind to give chance to the saffron fold."
"Bharti Jain, Atul Mathur & Alok KN Mishra | TNN | Updated: Jan 7, 2020, 10:30 IST",Bharti Jain,null,Delhi elections 2020: BJP banks on Modi magic to counter Kejriwal charisma,"NEW DELHI: The gong has been struck for a three-way showdown between AAP, BJP and Congress with the Election Commission announcing assembly polls in Delhi for February 8 even as turmoil over violence during anti-CAA protests in Jamia Millia Islamia and Sunday's attack on JNU students roils politics.
The results, despite a usually limited role of ""national"" issues in state polls, will be seen as a verdict on recent incidents that have seen BJP and its opponents clash over allegations of ""majoritarianism"" and ""intolerance"" with regard to violence on campuses and legislations like the Citizenship Amendment Act (CAA).
Electioneering promises to be heated and hectic as CM Arvind Kejriwal looks to retain the AAP fort after finishing behind Congress in the Lok Sabha polls. For BJP, the challenge is to regain a turf it held only once and reverse a trend of setbacks in state polls where regional and local factors seem to prevail over national issues.
With polling on February 8, results will be declared on February 11. Announcing the schedule on Monday, CEC Sunil Arora, along with EC Ashok Lavasa, said over 1.47 crore voters are eligible to vote on 70 assembly seats. The polls will be notified on January 14, nominations can be filed until January 21 and withdrawn by January 24.

The current Delhi assembly expires on February 22. The last assembly election in 2015 delivered a massive landslide win for AAP, which won 67 seats, leaving only three for BJP. Congress, which was in power for 15 years before that, drew a blank.
With polls announced in the midst of continuing anti-CAA protests in some parts of Delhi and Sunday evening's violence at JNU, the CEC, responding to a question on law and order, said, ""I won't say we (the commission) are very sanguine, but we are hopeful that they (police) will be able to control the situation (and make it) conducive for polls."" He added that in an extraordinary situation, the EC had the power to defer polls.
After having failed to expand beyond Delhi and further losing its gains in Punjab in the May 2019 Lok Sabha elections, a defeat for AAP will be a severe setback. But as of now, it enjoys frontrunner status as Kejirwal engages in a major public outreach over populist initiatives and claims of a significant improvement in areas like education.
On the other hand, scandals and resignations have hurt his government that has lost the campaigning aura it had in 2014 when it was born from the Anna Hazare movement.

AAP will hope differentiations between state and national polls will work in its favour and Kejriwal has also changed his earlier tactic of attacking PM Narendra Modi and clashing with the Centre over a range of issues. BJP hopes that AAP will not have the benefit of the extraordinary surge that powered it to 67 seats and is reaching out to unauthorised colonies and slums with its regularisation plans and a promise of faster development.
Congress is the third player in the game and did surprise by pushing AAP to third place in the Lok Sabha polls. There is, however, concern over its organisational health post Sheila Dikshit, who had been a popular chief minister over three consecutive terms. Also, while in the Lok Sabha polls, it was seen as a contender at the Centre by anti-BJP voters, the case might be different in state elections where AAP is looking to consolidate minority votes - a section both parties are fiercely competing for.
A favourable outcome will help BJP reverse the trend of setbacks in state polls. It will bank on the vote getting ability of its mascot, Modi, and hope efforts to get city heavyweights to pull along sees the party put up a more united front than has been the case for several years. Replicating the 55% vote share in the Lok Sabha elections is a tough task and Congress's performance may influence outcomes.
Kejriwal said his party was ready for the ""battle"" and exuded confidence that it would be reelected even as home minister Amit Shah took on AAP, claiming that it had failed to deliver on several fronts. The chief minister said elections would be a referendum on the work of the AAP government.
""Vote for us if you think that we have done work. If we haven't, don't vote for us,"" he said.
The model code of conduct has kicked in and will apply to candidates, political parties and Delhi government, besides the Union government in so far as announcements and policy decisions pertaining to NCT of Delhi. It will not affect the Union budget 2020-21 on February 1.
The EC had, in a ruling on January 23, 2017, in view of polls in UP, Uttarakhand, Goa, Punjab and Manipur, directed that ""in the interest of free fair elections and in order to maintain level playing field during elections, no state-specific schemes shall be announced in the national budget, which may have the effect of influencing electors of the five poll-going states in favour of the ruling party"".
For the first time in Delhi and second after the Jharkhand polls, senior citizens above 80 and physically challenged voters can vote from home using the postal ballot facility. While the pilot project in Jharkhand covered only seven constituencies, the EC will now extend this across all 70 assembly constituencies in Delhi.
AAP is projecting Kejriwal, who overshadows everything and everyone in the party. Out of office since 1998, when it lost to Congress, BJP's Delhi chief Manoj Tiwari said people have ""seen through"" the lies of AAP in the last five years and made up their mind to give chance to the saffron fold."
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
"TIMESOFINDIA.COM | Updated: Jan 8, 2020, 21:55 IST",null,null,Big sports events today,"NEW DELHI: Here are the big sports events lined up for Wednesday (January 8) that comprise action from Malaysia Masters badminton tournament.
(All timings in IST)
1:30 am (Football - League Cup)
Manchester United vs Manchester City in semifinal 1st leg ( City won 3-1)
9:15 am (Badminton - Malaysia Masters)
Rasmus Gemke (Denmark) vs B Sai Praneeth in men's singles first round ( Praneeth lost 11-21, 15-21)
11:00 am (Cricket - Women's T20 Challenger Trophy)
India C vs India B
12:15 pm approx (Badminton - Malaysia Masters)
Kidambi Srikanth vs Chou Tien Chen (Chinese Taipei) in men's singles first round ( Srikanth lost 17-21, 5-21)
Saina Nehwal vs Lianne Tan (Belgium) in women's singles first round ( Saina won 21-15, 21-17)
1:45 pm approx (Badminton - Malaysia Masters)
PV Sindhu vs Evgeniya Kosetskaya (Russia) in women's singles first round ( Sindhu won 21-15, 21-13)
2:00 pm approx (Badminton - Malaysia Masters)
Kento Momota (Japan) vs Parupalli Kashyap in men's singles first round ( Kashyap lost 17-21, 16-21)
4:00 pm approx (Badminton - Malaysia Masters)
Sameer Verma vs Kantaphon Wangcharoen (Thailand) in men's singles first round (Sameer Verma won 21-16, 21-15)
Kanta Tsuneyama (Japan) vs HS Prannoy in men's singles first round (HS Prannoy won 21-9, 21-17)
7:30 pm (Football - Indian Super League)
FC Goa vs NorthEast United FC (FC Goa won 2-0)"
