Date,Author,Vertical,Headline,Description
"Created: Jan 16, 2020, 00:00 IST",Tanvi Trivedi,TV,'Kullfi Kumarr Bajewala' to wrap up in three weeks,"The musical journey of Sikandar (Mohit Malik) and Kulfi (Akriti Sharma) in the TV show 'Kullfi Kumarr Bajewala' is finally coming to an end. A month ago, BT reported that lead actor Mohit Malik was planning to quit the show, which was set to take a time leap. He had said, “I am not convinced that I can play father to a grown-up actor and so my journey will be over in Kulfi....”

Meanwhile, the channel has taken a decision to wrap up the show; the last episode will end in the first week of February. Producer Nilanjana Purkayasstha confirmed the news. She said, “Yes, the show is going off air. We were planning a leap and wanted to take the story forward. Our team felt that there was still scope to explore Kulfi’s story further, but sometimes things don’t go as planned.”"
"Created: Jan 16, 2020, 00:00 IST",KAVYA CHRISTOPHER,Entertainment,"'Physical injuries can be dealt with, it’s back-stabbing that really hurt'","After over two decades and an enviable repertoire of work behind him, Kannada star Kichcha Sudeep tells us he is lucky to be in the space that he is in today. “I am lucky to have people still writing roles specifically for me,” he says, as he settles in for a chat about his life now and the way ahead…
With Dabangg 3, and your other Kannada films, has the year gone by brought in a change in direction in your career?
There can’t be a change in career at this point. There has been a career. That way, I am lucky to be having a career like this in the first place. I guess after this point, it’s about extensions, extra feathers, extra excitement that keeps coming your way. Sometimes that doesn’t happen and that’s what we need to worry about, because life becomes monotonous. There is no journey. There is one that took place, and once you reach the destination, you tend to just be there… stagnate. It has been a journey for me, but luckily mine has not stopped. Even though there has been no deliberate attempt or plan or strategy, I continue to travel and go with the flow. If there’s a vehicle to pick me up, I just get in. Everything that has been happening has come by itself; some things I have co-ordinated and carried out, while others, I have let go. Either ways, I am happy with both. Luckily for me, there has been some excitement every year. Dabangg 3 happened last year, but more than films, it excites me to work with new people, experience new places and things.

Being in a space that you never imagined you would ever be a part of, excites me. It is not about carrying baggage from your past and saying, ‘I want to do the things I have been doing back home, here as well’. It was a new experience, even though I played the antagonist. I did play a negative role in Eega, but then there was no hero to beat me up. This is about acceptance. You have accepted the role, and you need to do it whole-heartedly. I was lucky that despite there being so many people, I got my piece of cake. I came back home with a name for myself.
Your role was spoken about, even though it was a Salman Khan film...
The team gave me my space and didn’t edit or delete portions of my role, which goes to show that they respected my presence. That is probably why they wanted me to do the role. There are instances in the film for which Salman sir has written my lines. There is a scene in which I walk into a hospital and speak, and he just stands there and listens to me. This is rare, for a hero to not react to what is being thrown at him. It had happened in Kempegowda too — where Aramugam (played by P Ravishankar) walks into the police station, speaks and leaves, while I just stand there. That is bowing down to the requirement of the scene, and not doing anything extra to show that you are the hero. That made the character of Arumugam. And that is what happened with Dabangg 3 as well. If the character I played is etched in people’s minds today, I owe it to the team. They could have easily tweaked or edited out bits of the performance. They did not do that and have been sweet.

The bond between you and the team has continued, especially with Salman Khan...
Whenever you meet genuine people, and there is no agenda attached to how they are with you, bonds are bound to be created. Everybody has enough experience to understand whether, or not, there is an agenda to a connection. Maybe we do not speak about it openly, but we just know it. But when you just like the other person’s presence in your life, with zero expectations, then you start cherishing the time spent together. I have never asked him (Salman) to do anything for me. If he comes to meet me here, it has to happen organically, and not because I have called him. We text each other, and are in constant touch. It is nice when one gets a response from people who you least expect to even know. Salman too reacts to people. He has seen all kinds of people — the good and the bad. So, when he stays connected with people, then that means it is something nice.

What’s 2020 looking like?
I am looking forward to the release of Kotigobba 3. I am also excited about my new film, Phantom, to be directed by Anup Bhandari. We are doing a trial shoot to test the look and feel for this film. It should go on floors after the Bigg Boss Kannada finale; probably by the first week of February. Phantom is a thriller, the narrative of which takes place a few years in the past. It is set in a time when there was minimal commuting and communication and that brings the thrill factor to the forefront. Content-wise, it is a subject that has touched me. It is not a typical film and is new for me. The film will be shot on sets and the aim is to make a visually fabulous movie. Anup and I were to work on Billa Ranga Bhasha. But then, he shared this script with me and asked for feedback. I felt we needed to do this first. This film was not written for me, but I was drawn to the content, which is out-of-the-box. I want to do such films.

Content-driven films also mean lower budgets. Has that changed after you came into the picture?
It can’t be low budget anymore, right? My remuneration is already huge. But on a serious note, we discussed Phantom and I took it to another level. I insisted that there should be no changes to the story just because I am a part of it. The content is beautiful, so it was important to keep it that way, and not fill the storyline with unnecessary elements. The story should remain the way it is. What matters is having a vision about presentation– what you want to shoot at one location, should look like say… the Raiders of the Lost Ark. It is not just about creating that area, or place. The team has been working on this for almost a year now. Many shoot floors have already been booked for over six months since set work is in process at all these locations.

You have gone out of your way to present yourself differently in your recent films. What sort of a look are you working on for this one?
Frankly, I have never worked on a new look for a script, I have done that for myself. There’s nothing in a script that connects it to how I should present myself onscreen. The audience does not come to watch a film with an idea of how the character in the film should look. The look is what an actor offers to his audience. I feel good if I am able to offer something new. When I see the poster of my film, if nothing apart from the title and the costumes I wear is different from my previous poster, then, for me, it is a personal disaster. I put in an effort, but by doing so I also cut down the momentum of my work too, because you can only do one film at a time. Luckily, that has worked out that way for me.

What’s next, after Phantom?
There are many interesting projects that keep coming up, but I like to keep my book open because anything exciting can come up suddenly. It makes no sense to hurry up with things that excite you, as things may go wrong, by which time you find yourself too deep in it. I should be in a position where I can pull back anytime. If things are not working out fine, I do get practical about it and step out. What happens is that you tend to succumb to commitment — if you have taken a rupee, you are committed. I don’t take money till a point when I can see how a team is getting ahead with a promised script. If it is going the right way, where everyone on the team wakes up with one intention — to make a good film — then I am in for the long haul. There are a lot of projects that are being discussed right now. I am very happy that I wake up with confidence each day, because there are people out there who are still writing stories for me. That’s what has always kept me alive; not my hits, but the writers who are writing for me as it gives me a lot of security.

You have announced a directorial too...
Yes, I have; I want to do something. I have always directed my films at regular intervals. This time around, there has been a long gap. Telling a story has always excited me more than just being a part of it. I want to narrate a story now and plan to start this mid-year.

Over the last few years, you have had a series of injuries, be it on the set or on the field, thanks to your passion for cricket. Which of them have been the most tough to recover from?
Physical injuries can be dealt with. There is always a cure, and you know that it is going to be fixed. Back-stabbing hurts more; there is no medicine or cure for it and you just need to accept it. It usually comes from very beautiful places and sources you least expect it from. Those injuries have been far more. It has only made me look at everything in a different way right now. Things don’t hurt me anymore. Accept that apology that does not come, and go easy on yourself. That works out better. Anger is a very pure emotion, much stronger than love. Irrespective of whether you wake up thinking about your loved ones or not, you will surely wake up thinking about this person you are angry with. You should not allow someone to occupy that kind of space in your mind; it is not worth it. It’s better to forget about it.
See, I am not here to prove a point to anyone. Life is treating me well. What more does one want? What is success to me? Today, I can go buy what I want and go where I want. I am also in a position to help people around me. Earlier, all this needed to be planned. Today, I can. And that is success for me. I don’t want to compare myself with someone else; I am out of that zone. I am quite sorted with what I have in life. But that does not mean it is over. My competitiveness towards certain things won’t stop. My Friday challenges (film releases) will still remain. I don’t intend to overtake anybody in life. But I will always protect what I am doing. I have been invaded, and that has only made me more cautious. I am not vindictive, though, and I will never do what others have done to me. I have learnt where the loopholes are. For instance, having a kingdom does not mean that we need to be at war all the time. We just need to protect our fort. I am happy with what I have and I am learning to protect it.
Do you find yourself not being able to trust new people?
It is better not to trust. All the people who you trusted are still around. You are here for professional reasons, there is no need to go out of your way to trust someone, unless it happens organically. But you can still be nice to each other. You need to know where to place new people in your life all of a sudden. But if you give someone a place of priority, and then crib about it — that does not make sense. Trusting them in the first place is your mistake. Nobody asked you to trust them. You need to know where you position them. If you see your life as a game, say, a chess board, you need to position people in the right place and need all the pawns to play your game right.

They say it gets lonely at the top. Do you believe that?
They also say beware what you wish for. We aim big, wanting to get to a certain space, but we never ask how many people are travelling to this space with you. It is not about how many are going in the same direction. It is about an individual aim and journey. The journey becomes about individual achievements — about I, I and I. You finally reach the top of Mount Everest and put up your flag and realise that there is nobody else with you there. It’s okay. But let’s take the positive side of this, not everybody can do that also. And after a while, it is better if you are by yourself. The world is a much more peaceful place that way. It gets lonely at the top; there are fewer people left with you, but that is the norm of life.

You have turned philosophical. Are you reading or following anything in particular?
You wake up in the morning and life teaches you all that you need to learn. I am a bad reader, I don’t read books. But education comes from the least expected sources. My learning has always been from my life, and my experiences, not from anybody else’s philosophy. If you look for it, you will get your own lesson in life. We can all write our books, just that I am not interested.

How about writing that book?
I have said this before, I will lead a life worth writing a book about some day. I don’t want to write about it. Others may find it interesting, somehow, and if they do, they might set about writing it — with a proper interpretation I hope.

ON SUPPORTING CINEMA
aI cannot say that I know everything that is happening in the industry, because I am not aware. The ones I am aware of, I get to know due to the small effort from my side to see what people want to show me and a huge effort from them to show me what they have done. People come home and I take time to watch their work, and even given whatever feedback that comes to my mind. If they think that my presence is going to help them in any way, then I do make that effort — as long as it is helping somebody.

BENGALURU VS HYDERABAD
Living in both the cities is about what one is trying to cater to. I want to cater to cinema. Bengaluru is my hometown and I love it, but the resources required for what I am catering to do not match up now. There is traffic and a scarcity of studios. The scale of the project being made also needs to be taken into consideration. Availability of locations here does not depend on your seniority or stardom, it is on a first-come-first-service basis. That’s why I am looking at working in Hyderabad, where there are a lot of resources. I am only trying to make my film look better, richer — at the same cost. It is not about liking or loving a place for any particular reason; it is about what works best.

ON CRICKET
Cricket has and will always be a part of my life. There have been a lot of speed breaks on that journey though. The moment something takes off, something else happens and we slow down again. But we always play the game, even if it is over a weekend; we have at least one match every month. We missed out on the Karnataka Chalanachitra Cup last year because of certain issues — unavailability of the grounds and some of the players. It was supposed to take place in January this year, but the ongoing police inquiry into the official game has delayed our plans too. There is again a scarcity of space. We have a window again in August-September this year. We are working towards a tournament then — if it works, it works.

ON SKETCHING SALMAN

I used to paint, and I still do. More recently, I did a sketch of Salman. I wanted to give it to him on his birthday. I still have not, because on that day there was too much of a crowd. I will give it to him one of these days. There are certain people you really don’t know what to gift, and they don’t expect anything either. But at the same time, you can’t give them anything that they don’t already have. It has happened in my friend’s circle as well. But I think it is the presence and the thought that really matters. It is not that I don’t like gifts, but I don’t want people to buy anything big either. It is the small gestures that matter. So, what I could think of as a gift for Salman was this sketch.


ON HIS PASSION FOR COOKING

I love cooking. I keep cooking for people. I enjoy the process. Only baking takes a little more time and a lot of precision. It is only when you start baking that you feel bad for all the bakers in town. When you bake a bun, you realise how long it takes and the precision needed in the process of getting there. Once you have done that, you also respect what you buy from bakers. I do bake a lot. While people are busy buying souvenirs during their travels, at any new place, local food and ingredients top my shopping list. I buy the special spices and sauces available in that country, as well as traditional utensils that they use. I buy them, as that makes a difference in the authenticity of creating the dish. I do want to start an exclusive restaurant, once I retire — a quaint small place with five or six tables. I will cook and say this is my dish for the day. I don’t want to depend on it for my income, but I just want to have something like that out there because it gives me pleasure. It will probably be at a place where people will come to the restaurant, not for me, but for the food, because I don’t want to encash in on my popularity as an actor for this. So, it may not even be in this country, I don’t know. Let’s see."
,"Created: Jan 16, 2020, 00:00 IST",Entertainment,Bengaluru celebrates an evening of music and Japanese food,"Pot ‘O’ Noodles recently celebrated a ‘Ramen & Curry Evening’, and served delicacies like Udon Shoyu Ramen with seafood, Tonkatsu Ramen, Japanese Korokke Curry, Chicken Oyakadon and many more to all its guests. Subhankar, MD of the restaurant, ensured that guests had a good time as Lesley Mais performed at the event, curated by Lalit Sanghvi."
"Created: Jan 16, 2020, 00:00 IST",Prathibha Joy,Entertainment,I know that comedy is my strong suit: Chikkanna,"Getting a hold of Chikkanna, one of Kannada cinema’s most popular comedians, is really tough, because when he is not hopping from one set to the other, he is sleeping. When we finally got through to him, he was on a day off for Sankranti, celebrating the festival with family. So, how many films is he working on currently? “There are seven or eight films,” Chikkanna says and begins rattling off names, adding, “I think I have done close to 200 films in my nine years in the industry, so, my next goal is to turn hero. In fact, director-actor Manju Mandavya, with whom I am co-starring in this week’s Sri Bharatha Bahubali, is making my debut as hero. We have agreed on the basic premise of the story, but it is yet to be developed into a full-fledged script. I am looking at finishing my current acting commitments and then concentrating on my transition to protagonist,” says Chikkanna. Does that mean that his days as a comedian are over? “It really depends on whether audiences accept me as a hero. The truth is that most supporting actors who have made the transition successfully don’t ever return to their roots. While I do want to be a hero, I know that comedy is my strong suit and will work on films in that genre. I have no illusions that I can pass off for a romantic hero. I will do what suits me,” says the actor.

Up next, though, is Sri Bharatha Bahubali, which, while introducing Manju as hero, has Chikkanna in a role that qualifies as second lead. “For a long time now, I have only been doing films in which I have had fairly substantial roles in terms of screen presence and characterization, like, for instance, the hero’s friend. In Sri Bharatha Bahubali, I am Bahubali, Bharatha’s friend. We are village lads, whose chance encounter with the heroine, Sri, and the journey they undertake, forms the crux of the story,” he explains."
"TNN | Jan 16, 2020, 00:00 IST",-,City,Bengaluru celebrates an evening of music and Japanese food,-
"Created: Jan 16, 2020, 00:00 IST",Sandra Marina Fernandes,Lifestyle,Srishti students feel unsafe; college shut for 3 days,"""What happened on Tuesday was shocking. We feel scared and unsafe,” said students of Srishti Institute of Art, Design and Technology in Yelahanka, a day after some political workers, led by the local MLA, reportedly raised concerns over graffiti on a wall outside the school gate, ‘creating a ruckus’ near the campus. According to the workers, the two portraits were reportedly “cartoonish and insulting”, and they blamed the students for having put them up.

The students, however, said that the matter didn’t end there. Questions were also raised about the institution’s dress code and vehicle parking rules. On condition of anonymity, a female student said, “We always park our vehicles outside the school, and so do our faculty members. No one has ever objected to that earlier. But, on Tuesday, questions were asked about what we wear to college and where we park our vehicles. This, we felt, was an instance of moral policing, and not just a concern about the art work.”


Adding to this, another student said, “In fact, the school management has sent out a circular asking students not to attend classes for three days, until the situation returns to normalcy. We have also been instructed not to move around in a group. Although, there is no confirmation on who has painted the graffiti yet, the MLA claims that there are CCTV cameras installed, and that they are watching us 24X7. The very thought that someone is keeping an eye on you is scary and disturbing.” “We have always been taught about the importance of free thinking and freedom of expression. But when such incidents take place at our own campus, it makes us question everything that we are taught,” say the students."
"TIMESOFINDIA.COM | Updated: Jan 16, 2020, 21:39 IST",-,-,Big sports events today,-
,"Created: Jan 16, 2020, 00:25 IST",Entertainment,"Photos: Karan Johar, Riteish Deshmukh, Aditya Roy Kapur and other Bollywood celebs attend Sidharth Malhotra's birthday celebration at his residence","Sidharth Malhotra marked his debut in Karan Johar's 'Student Of The Year' with Varun Dhawan and Alia Bhatt in 2010. He went on to star in films like 'Hasee Toh Phasee', 'Ek Villain', 'Brothers', 'Kapoor & Sons' and more. The actor has come a long way in Bollywood and made a place for himself in everyone's hearts.

Today, the actor turned a year older and he is celebrating his 35th birthday with his close friends from the fraternity at his residence. His mentor Karan Johar, Riteish Deshmukh with wife Genelia D'Souza Deshmukh, Rakul Preet Singh, Milap Zaveri, Indra Kumar, Aditya Roy Kapur, Anil Thadani, Bhushan Kumar and more were snapped by the paparazzi as they arrived at the venue.


Check out the pictures here:

Meanwhile, on the work front, he was last seen in Milap's 'Marjaavaan' co-starring Riteish, Tara Sutaria and Rakul. He will be next seen in Captain Vikram Batra's biopic 'Shershaah'. The film also stars Kiara Advani as the female lead. It has been slated to hit the screens this year."
"PTI | Jan 16, 2020, 00:39 IST",-,-,US signs 1st phase of trade deal with China; tariffs remain in place,-
"Abhinav Garg | TNN | Jan 16, 2020, 00:48 IST",Abhinav Garg,India,"Chandrashekhar Azad gets bail, but can’t enter Delhi, protest here for 4 weeks",-
"Iti Shree Misra | TNN | Jan 16, 2020, 01:00 IST",Iti Shree Misra,City,Javed Akhtar’s three-day birthday celebrations,-
"Created: Jan 16, 2020, 01:00 IST",Niharika Lal,Entertainment,How much cheaper is a tax-free film?,"Recently, several states made Deepika Padukone's 'Chhapaak', a film on acid attack survivors, tax-free, while UP made Ajay Devgn's 'Tanhaji: The Unsung Hero', a film on Maratha warrior Tanhaji Malusare, tax-free. Maharashtra is considering making both the films tax-free, as per Revenue Minister Balasaheb Thorat, who said, ""Earlier, the Revenue ministry used to take a decision on making a movie tax-free, but now the tax has been subsumed in the GST."" Since GST (Goods and Services Tax) came into effect, what exactly does a film's tax-free status mean?


In December 2018, two GST slabs were announced for films – 18% for tickets above Rs 100, and 12% for tickets below Rs 100. This tax is divided between the state and central government (State GST and Central GST). When a state declares a film 'tax-free', now it exempts only half of the entertainment tax, which would be either 9% or 6%, as per the ticket price. For the multiplex audience, since there are hardly any tickets available below Rs 100, the default exemption would be 9%. Cinema hall owners say that declaring a film tax-free had a bigger impact in the pre-GST years, when every state had different entertainment tax and the state governments could exempt the whole amount. Now, a moviegoer still needs to pay Central GST even for tax-exempted films. With GST in play, now the tax-free status of a film means endorsement of a film by the state government, rather than any significant monetary benefit."
"Created: Jan 16, 2020, 01:00 IST",Neha Maheshwri,Entertainment,Malang’s romantic title track has a Sufi touch,"After the melodious Chal Ghar Chalen, the makers of 'Malang' are set to release the film’s title track today. The Sufi number, featuring Disha Patani and Aditya Roy Kapur, is penned by Kunaal Vermaa and Haarsh Limbhachiyaa. Director Mohit Suri says, “This song captures the theme of the film perfectly. It’s one of those tracks that will instantly strike a chord with the listeners.”

Ved Sharma, who has composed and sung the track, says, “It is a vibrant and romantic number with a Sufi touch. A lot of inspiration for this song was drawn from one of Amir Khusro’s dohas; there’s a deep meaning to his words. The biggest challenge for me was to bring out Aditya’s character through the song. Mohit sir wanted the vocal tone to match that of Aditya’s as well as the vibe of the character he plays in the film.” The film also stars Anil Kapoor and Kunal Kemmu.


Haarsh, who has been mostly associated with stand-up comedy shows on TV, says, “Not many people know that I am a lyricist as well. When the news about the song surfaced, many asked me whether the song was in the comic or serious genre.” Talking about the Sufi touch lent to the song, he says, “Sufi gaano ki toh baat hi alag hoti hai. Maine jaise hi iss gaane ki dhunn suni main genuinely iss gaane ka fan ho gaya tha. This song is soulful, and there is another version of it in the film, which is trance and party mix. So, there are two moods — tandav and yog.”

Kunaal, who has previously written songs like Hasi Ban Gaye ('Hamari Adhuri Kahani') and Lost Without You ('Half Girlfriend'), says, “This is my hat-trick with Mohit sir. He wanted a few words to be incorporated in the song, but at the same time, told me ki jaisa aur jis mood mein likhna hai likho. The title track is about surprises and adventures life throws when you are travelling.”"
"SUBSCRIBE NOW
to get the latest news, gossip on your favourite stars & oven-fresh movie reviews from top reviewers right in your inbox.
Subscribe
By subscribing to newsletter, you acknowledge our privacy policy","Updated: Jan 29, 2020, 13:28 IST",Entertainment,Dogs show-off their best moves at the school in Lucknow,"The dog show held at a prominent boys’ school in the city was a big draw. Students got their dogs along to participate in the 4th Annual Dog Show of the school with the Chief Guest Penny Doutre, accompanied by Carlyle McFarland, Principal of the school, in attendance. The event also saw the presence of Dimple Yadav with her children Tina and Arjun, and their dog Buzo, a Golden Retriever, along with them for the event.
(L) Atul Srivastava and Buddy the St Bernard (R) Cyrus Maclure and Aarti Vaid (BCCL/ Vishnu Jaiswal)
A total of 23 dogs participated in the show including German Shepherds, Pugs, Golden Retrievers, Labrador, Miniature Pinscher, Pomeranian, Lhasa Apso, Saint Bernard, Pin Tzu and Rottweiler.
(L) Penny Doutre with Jimmy and Vijval Singh (R) Hitesh Keswani (BCCL/ Vishnu Jaiswal)

The dogs were made to walk the ramp along with their respective owners. Judges, Cyrus McLure and Aarti Vaid judged the dogs on how well the kids have been handling their pets, how much care has been given to the grooming of the dogs, their coats and body structure among other qualities.

(L) Priyanka, Jinger, Breed Golden Reterever (R) Jinger, a Golden Reterever (BCCL/ Vishnu Jaiswal) The show stopper of the event was Carlyle’s dog, Doe, a Golden Retriever, who walked the ramp with much ease and grace. The Winner for the Day prize went to Arjun Yadav’s dog, Buzo while the Best Personality prize went to Kritarth Bhandari’s German Shepherd, Christie and the Friendliest Dog prize was bagged by Rudra Yadav’s Golden Retriever, Taylor.

— Yashi Agarwal

(L) Phoebe, Breed Golden Retriever (R) Manoj with Jolly, a Basset Hound (BCCL/ Vishnu Jaiswal)

(L) Priya Bhandari with her pet Serena, a Basset Hound (R) Sanskar Mehrotra, with his pet Oscar, a Labrador (BCCL/ Vishnu Jaiswal)

Sohaam Kapoor’s Bruno, a Mongrel, gets admiring glances from Dimple Yadav (BCCL/ Vishnu Jaiswal)

(L) Aden with his German Shepherd Christie (R) Jolly, Breed Basset Hound (top) and Audi , Breed Lhasa Apso (BCCL/ Vishnu Jaiswal)"
"TNN | Updated: Jan 29, 2020, 13:28 IST",-,City,Dogs show-off their best moves at the school in Lucknow,-
"Created: Jan 16, 2020, 01:00 IST",Iti Shree Misra,Entertainment,Javed Akhtar’s three-day birthday celebrations,"Hectic preparations are going on for writer-poet-lyricist Javed Akhtar’s Jadu’s 75th birthday celebrations that run from January 14-17th, 2020. Friends and family are trooping in from different parts of the world while wife Shabana Azmi is in Budapest trying to organise this production in between her shooting. “Yeh toh ladki ki shaadi ho rahi hai aisa lag raha hai!” says Azmi. Several activities have been planned for the writer’s birthday. Apart from an exhibition of his photo, posters and paintings curated by Pradeep Chandra and SM Ausaja on January 15, a small fun party at the couple’s home to bring in his birthday has also been planned. Also, a party will be hosted by Akhtar’s kids Zoya and Farhan and wife Shabana the next day at a Mumbai hotel. On 14th the very successful Kaifi Azmi Birth Centenary came to a close with the screening of his son Baba Azmi’s first directorial debut Mee Raqsam. “That’s quite a handful! I’ve got into a zen kind of space,” says Shabana, who has produced the film, adding, “I definitely do not want to become a producer. It’s so much easier being an actor.”

“Not surprisingly all the conversation revolves around food. We are a family of gluttons,” she says with a laugh while talking about the birthday celebrations of Akhtar.

“It's a milestone birthday and I want to salute the man that is Javed Akhtar- his indomitable will, his tenacity, his

wisdom, and his intellect! And of course his legendary sense of humour,” she adds lovingly."
"Ismat Tahseen | TNN | Jan 16, 2020, 01:00 IST",Ismat Tahseen,City,Meet the 20-year old who’s cycling around India for a cause,-
"Updated: Jan 24, 2020, 16:55 IST",Ashni. Dhaor@timesgroup.com,Lifestyle,From choosing homestays and public transport to carrying your own cutlery and toiletries: Make your trips eco-friendly,"The year 2017 was designated by the United Nations as the International Year of Sustainable Tourism for Development. Two years later, in 2019, it became one of the biggest travel trends across the world. In August that year, Swedish teen activist Greta Thunberg refused to take an aeroplane, which contributes to atmospheric carbon pollution, and sailed across the Atlantic – she travelled by a sailboat from Plymouth, England, to attend a UN summit in New York, US – putting climate crisis and sustainable travelling in the spotlight. But according to a global survey conducted by a leading digital travel platform, 37% respondents agreed that they do not know how to travel sustainably. If travelling tops your new year resolution's list and you have started mapping your escapes, here is a ready-reckoner you can refer to make your trips eco-friendly.

Aim for a zero-waste experience

As a sustainable traveller, one should aim for a zero-waste experience. Using disposable tissues and toiletries at hotels and stays generate waste which eventually ends up adding to the garbage pile. ""I travelled to Jageshwar Dham (Uttarakhand) and carried wooden tooth brush, shampoo and toothpaste. We asked the hotel staff to take away the disposable toiletries from the room,"" says Madhu Mittal, a member of a residents' group in Noida, which leads anti-plastic campaigns and promotes sustainability.
Rashi Grover, who leads an initiative in her locality in Green Park, which promotes waste-segregation and discourages littering, adds, ""We carry our own hand towels in bags which we keep washing and reusing throughout our journey. Though paper tissues are considered eco-friendly, they still generate waste which we want to avoid.""

'In the past 1 year, queries for environment-friendly stays have doubled'
In order to ensure an eco-friendly stay, Nishand Venugopal, another Delhi resident, does an extensive research before embarking on a trip. He says, ""I always look for a stay which incorporates environment-friendly practices and is constructed of mud rather than concrete. Being a birder, I also ensure that the location of the hotel or stay is not in hindrance with the natural animal habitat of the region.""

Supriya Sardana, who promotes sustainability in her locality in Noida through campaigns and workshops, says that she opts for homestays rather than hotels. ""I prefer homestays as they do not contribute to wastage of single-use plastics and other fancies which hotels do.""

Prerna, who is also the founder of an eco-friendly travel agency, adds that there has been a rise in the number of people preferring to stay at environment-friendly stays. ""All our stays are mud constructions and the areas have over 30% green cover. In the past one year, queries for environment-friendly stays have doubled, with many opting for places which indulge environment-friendly practices like rainwater harvesting, growing own veggies and avoiding use of single-use plastic products, among other things,"" she tells us.

Travellers are keen on sustainable holidays
55% of global travellers report being more determined to make sustainable travel choices than they were a year ago, but barriers include a lack of knowledge and appealing options when trying to put this into practice
41%request travel companies to offer tips on how to be more sustainable while travelling
68% would like the money they spend on travel to go back into the local community
52%global travellers say they now alter behaviours to be more sustainable while travelling, such as walking, riding a bike or hiking whenever possible
72% global travellers are seeking authentic experiences that are representative of the local culture
56% respondents say that if there was an option to offset the carbon footprint on their vacation accommodation, they would do it

Take public transport
Though a road trip with friends in your own car may entice you to have your own 'Zindagi Na Milegi Dobara' moment, it is not the best option when you are trying to reduce carbon footprint. ""Travelling by bus or train is an eco-friendly option for sustainable travellers. Though not all carbon emissions can be avoided, taking a public conveyance can at least distribute the emissions,"" says Vikrant Tongad, an environmentalist from Greater Noida.

Bring the trash back
Ensure that you bring back any trash that is generated while travelling and recycle it. ""Even after trying our best, some trash was generated on our two-day trip to Dehradun. This included a couple of tissue papers, two paper plates and two chips wrappers, which my kids insisted on having. I brought them back home to make an eco-brick out of it,"" says Sameera Satija, a Gurgaon resident, who started a steel crockery bank in 2018.
An eco-brick is a concept which recycles plastic bottles and trash paper or wrappers. ""We stuff the plastic bottles with all the trash until its full, so it becomes solid as a bricks. These eco-bricks have multiple uses. I have made some dividers in my lawn and a dog-house out of them,"" adds Sameera.


Use your own cutlery
Whether it is a cup of tea, a water bottle, or plates and spoons, carry your own cutlery whenever on a vacation. ""Apart from cutlery and steel water bottle, I always carry home-cooked food to avoid eating in disposables. In India, the traditional dhabas are by and large zero-waste as they use stainless steel so we prefer to eat there,"" says Supriya.

Sameera adds, ""I have my own set of stainless steel cutlery that I use whenever we eat at any place which serves food in disposables,"" Her cutlery pouch includes stainless steel straws, spoons and forks.


Go local

To have a holistic eco-friendly experience, you can opt for the local produce, try out local cuisines, explore local villages and mingle with the locals. ""On our trip to Sikkim, we bought produce from local farmers at a village and also tried the local cuisine in reusable dishes at our homestay,"" says Supriya.

She also indulged in plekking with some local schoolkids while on a high altitude trek in Sikkim. ""Plekking is similar to plogging – you pick up trash on your way while trekking. We were with a local guide who was very impressed with the idea. Some school kids also participated and we made some new friends!"" she shares."
"Reema Gowalla | TNN | Updated: Jan 19, 2020, 20:31 IST",Reema Gowalla,City,Women Yakshagana performers find prominence on stage,-
"Updated: Jan 19, 2020, 20:31 IST",Reema Gowalla,Entertainment,Women Yakshagana performers find prominence on stage,"While Yakshagana remains a gem of Karnataka’s cultural heritage, it is also known that traditionally this performing art form is practised by male artistes only. However, it isn’t the same anymore. A growing number of female artistes are establishing their presence in it, and they are finding prominence too. According to Sushma Mairpady, a 25-year-old engineer, who recently performed in Bengaluru, Coastal Karnataka is abuzz with Yakshagana acts by women, and the trend is now spreading to other parts of the state as well.
“I started practising Yakshagana at the age of 10. I was inspired by my father. Those days, only men were seen taking the stage for the all-night dance-drama acts. But now, things are changing,” she says, adding, “It’s quite encouraging to see how so many female artistes are now pursuing this art form with zeal, particularly in Mangaluru, Udupi and Kundapura. Both working women and homemakers are taking time out of their daily routines to perform, even when the shows go on for long hours. And they are respected and supported by their families and society.”


Looking back at her 15-year journey in Yakshagana, Sushma says, “As a little girl, I used to practise almost every day at home. This went on until I finished college. There isn’t that kind of time now anymore. However, years of practice make you perfect the craft. As member of travelling troupes, now I can only manage to practise for a few days before the performance. There have also been instances of impromptu acts.”

Revisiting the epics through Yakshagana

Mostly based on stories of the Ramayana and the Mahabharata, these Yakshagana performances are presented in two parts – ‘Teneku Tittu’ and ‘Badagu Tittu’. These comprise two prasangas – ‘Draupathi Prathapa’ and ‘Daksha Dwara’.


For more pictures..."
,"Created: Jan 17, 2020, 00:00 IST",Entertainment,Darshan marks Sankranti celebrations with Kichchu Haisodu,"Time and again animal rights activists have decried traditions that seemingly put animals in harms’ way. Yet despite their protestations, there appears to be no change, with people continuing to follow these traditions, be it Kambala or Kichchu Haisodu. This week, people across the state were seen performing the ritual for their livestock as part of Sankranti celebrations, wherein cattle are made to run through fire to ward off evil influences. Challenging Star Darshan, who has quite a few animals at his farmhouse, also took part in the ritual getting his staff to run cattle through flames, while he took his favourite horse."
